0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 1.342366, -1.008532, -2.479307, 1.454084, -0.065268, -2.791992, 1.668352, 0.896804, -2.960833, 2.097295, 0.585598, -2.112800, 2.016086, 0.877269, -3.065865, 1.032902, 0.838306, -3.244281, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 1.342366, -1.008532, -2.479307, 1.454084, -0.065268, -2.791992, 1.157215, 0.812129, -2.415104, 2.097295, 0.585598, -2.112800, 2.016086, 0.877269, -3.065865, 1.032902, 0.838306, -3.244281, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 1.342366, -1.008532, -2.479307, 1.454084, -0.065268, -2.791992, 1.157215, 0.812129, -2.415104, 1.586158, 0.500923, -1.567071, 2.016086, 0.877269, -3.065865, 1.032902, 0.838306, -3.244281, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 1.342366, -1.008532, -2.479307, 1.454084, -0.065268, -2.791992, 1.157215, 0.812129, -2.415104, 1.586158, 0.500923, -1.567071, 1.504949, 0.792593, -2.520137, 1.032902, 0.838306, -3.244281, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 1.342366, -1.008532, -2.479307, 1.454084, -0.065268, -2.791992, 1.157215, 0.812129, -2.415104, 1.586158, 0.500923, -1.567071, 1.504949, 0.792593, -2.520137, 0.521765, 0.753631, -2.698552, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 2.151929, -1.460498, -1.742274, 1.454084, -0.065268, -2.791992, 1.157215, 0.812129, -2.415104, 1.586158, 0.500923, -1.567071, 1.504949, 0.792593, -2.520137, 0.521765, 0.753631, -2.698552, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 2.151929, -1.460498, -1.742274, 2.263647, -0.517234, -2.054959, 1.157215, 0.812129, -2.415104, 1.586158, 0.500923, -1.567071, 1.504949, 0.792593, -2.520137, 0.521765, 0.753631, -2.698552, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 2.151929, -1.460498, -1.742274, 2.263647, -0.517234, -2.054959, 1.966778, 0.360162, -1.678071, 1.586158, 0.500923, -1.567071, 1.504949, 0.792593, -2.520137, 0.521765, 0.753631, -2.698552, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 2.151929, -1.460498, -1.742274, 2.263647, -0.517234, -2.054959, 1.966778, 0.360162, -1.678071, 2.395721, 0.048956, -0.830039, 1.504949, 0.792593, -2.520137, 0.521765, 0.753631, -2.698552, 0.0 
0.000000, 0.000000, 0.000000, 0.603183, -0.759898, 0.242334, 0.681685, -0.716616, -0.753640, 1.319317, -0.972559, -1.480220, 2.151929, -1.460498, -1.742274, 2.263647, -0.517234, -2.054959, 1.966778, 0.360162, -1.678071, 2.395721, 0.048956, -0.830039, 2.314512, 0.340627, -1.783104, 0.521765, 0.753631, -2.698552, 0.0 
